Station,Year,region,PC1_tmin,PC2_tmin,PC3_tmin
USC00417300,2017,Central,-1.3824928721091823,2.8130073673193436,0.4763624833232143
USC00417327,1980,Central,-1.6947381597846487,-3.394105815908894,0.16078578315241643
USC00417327,1981,Central,1.0275842435732443,0.24260750730423553,0.36568831972934035
USC00417327,1982,Central,-1.6515657532614298,-1.5626876016946163,0.2867359771416602
USC00417327,1983,Central,-4.312227761443875,2.2156372124928367,-4.582351997915065
USC00417327,1984,Central,-0.7484654116597369,-3.251781061907703,2.0868377394512407
USC00417327,1985,Central,-1.9981936570842578,-0.6591223783025306,-2.9659665638693085
USC00417327,1986,Central,1.6563007606911029,0.8859297867688767,-0.7461727880428981
USC00417327,1987,Central,-3.3360163256776865,1.213627138383707,0.11966263955551426
USC00417327,1988,Central,-3.080982176812853,-1.6086762390223228,0.812133961146742
USC00417327,1989,Central,-4.0476634425992835,2.7466770803294303,-3.0431599784620147
USC00417327,1990,Central,0.28545672732874294,2.5819318016293877,-2.140862876485283
USC00417327,1991,Central,-0.2559812895106859,0.40790268441783795,1.9718987092448828
USC00417327,1992,Central,-0.35574124148177333,2.733875384037596,2.5834931863733246
USC00417327,1993,Central,-3.416967342907821,-0.9931069688013494,1.1196639391310192
USC00417327,1994,Central,-0.3899782426576692,-0.8464221841957027,1.642083277828224
USC00417327,1995,Central,-0.11020517463026636,1.3825930852997494,0.7305277603039215
USC00417327,1996,Central,-1.6080852284936213,-2.2911436355189707,0.47552464314122744
USC00417327,1997,Central,-2.066074329323932,0.7061225334193288,-0.7422833037152188
USC00417327,1998,Central,0.17574785161342987,-0.7873493669988889,-2.104340853647116
USC00417327,1999,Central,-1.1287211460541258,0.8204468312101767,-1.0571441969083466
USC00417327,2000,Central,-0.9013296601821352,0.3486067894197262,-3.825255028087259
USC00417327,2001,Central,-2.4087809758853993,-2.1767942179346527,-0.6601641409812053
USC00417327,2002,Central,-4.831877689893506,-1.6604786852708955,0.4948696809630597
USC00417327,2003,Central,-4.268422982235432,-1.3273832542493516,0.22340811808313177
USC00417327,2004,Central,-4.337141668800935,3.0460742244018277,1.8589771008291756
USC00417327,2005,Central,-4.92329184349256,1.2099023677459506,-1.247373705004069
USC00417327,2006,Central,-2.8218281543380215,1.5064940279135683,-0.13874996499593806
USC00417327,2007,Central,-4.9062409986655595,-0.22427517626395144,-1.1567538156982486
USC00417327,2008,Central,-8.427720121220947,-0.4099245898051471,-1.2585078984856608
USC00417327,2009,Central,-6.344145424053579,1.4324201271520138,-3.214307250189133
USC00417327,2010,Central,-5.4644616440281695,-4.936693302303098,-2.1010912761587157
USC00417327,2011,Central,-4.679032317542493,-5.274278058603251,-3.8635730355762306
USC00417327,2012,Central,-0.6223806401920555,0.21695427744829132,-1.2889846429135368
USC00417327,2013,Central,-7.0433875721146855,-1.15721662134235,-2.0822862515616443
USC00417327,2014,Central,-6.850675150886762,-6.250574416972604,2.2355447843977174
USC00417327,2015,Central,-3.4094346209489075,-3.5576185038128862,-0.2800492843159539
USC00417327,2016,Central,-0.5122411731598575,-1.0857335183210104,-1.5457779045023337
USC00417327,2017,Central,-2.276169437466166,2.9876721658465932,-0.4524545859579696
USC00417327,2018,Central,-5.587386021861853,-5.1127045977485714,-2.2333979743188657
USC00417327,2019,Central,-5.547713343238687,-0.6305064630816766,-1.1709370107902082
USC00417327,2020,Central,-4.962375922353861,1.9476284785921223,-1.4709658759664421
USC00417327,2021,Central,-4.474275043194609,-4.970193550330897,4.0817047824024755
USC00417336,1980,Panhandle,-12.675364847916537,-5.419696382595809,-2.9040808564924205
USC00417336,1981,Panhandle,-9.13648314130728,-3.224437370585683,-2.5148126312342534
USC00417336,1982,Panhandle,-12.339047055101311,-4.023632037752318,-1.4471075293143336
USC00417336,1984,Panhandle,-11.32243564305481,-3.8215377361247818,0.3711348327771766
USC00417336,1985,Panhandle,-11.615469585096598,-1.2026013960324136,-4.699967611190406
USC00417336,1986,Panhandle,-8.661772416724325,-2.0639814941731984,-1.6183245036687737
USC00417336,1987,Panhandle,-13.133894982207117,0.20684975550634022,-2.476098743396804
USC00417336,1988,Panhandle,-15.574263258366315,-3.221219921540335,-1.4692940241980068
USC00417336,1989,Panhandle,-14.926556494470457,0.32874660322304194,-5.85835587345559
USC00417336,1990,Panhandle,-9.582413362295611,0.804653896861165,-4.217820081357498
USC00417336,1991,Panhandle,-9.098648945086769,-2.604513006204723,0.030033162264075486
USC00417336,1993,Panhandle,-14.1691385026433,-2.5851398444305076,-1.7110481652156508
USC00417336,1994,Panhandle,-11.41905048125043,-4.378864218289788,-0.21412277043250327
USC00417336,1995,Panhandle,-11.247303125630328,1.0816122607617658,-1.2285263767938979
USC00417336,1996,Panhandle,-13.70528101347573,-2.949628179175292,-3.439233229105632
USC00417336,1997,Panhandle,-11.68850131837575,-0.8094524072214213,-1.489534847309912
USC00417336,1998,Panhandle,-7.742927254148167,-3.1661170481976377,-3.988070447978096
USC00417336,1999,Panhandle,-8.751560020145384,-0.6512965196649319,-2.428046131981933
USC00417336,2000,Panhandle,-9.14559293041215,0.09694090606579309,-3.87786339612504
USC00417336,2001,Panhandle,-8.725930197243237,-2.356048536877772,-1.8461503663260572
USC00417336,2004,Panhandle,-9.345883344204335,-0.11049371171063171,-1.1029727051666463
USC00417336,2005,Panhandle,-11.868093061826283,0.9446156484531549,-2.1980935882058397
USC00417336,2006,Panhandle,-9.736135080898837,-1.7229109634855142,-2.0940910823224677
USC00417336,2007,Panhandle,-11.7305585704053,-1.261747651177906,-1.7576476001439403
USC00417388,2001,Central,-2.0137189346426823,-1.9181863418955771,-1.623664385537836
USC00417388,2002,Central,-4.513934140504642,-3.6273329693454173,-0.41319837032498796
USC00417388,2003,Central,-4.33749077115036,-1.1183018426778233,-1.5650457776911217
USC00417388,2004,Central,-0.9487905605360893,0.037479909814290835,-1.2488135886001608
USC00417388,2005,Central,-3.500260257417704,2.415872904514899,-3.845134299028416
USC00417388,2006,Central,-3.4291845654332924,0.7512519869441832,-2.4110137439929495
